question_id,resolution,forecast_id,stage,condition,model,info_label,position,probability
37641,1,37641-diverse_none-pro-1,deliberative,diverse_none,pro,none,1,50
37641,1,37641-diverse_none-sonnet-2,deliberative,diverse_none,sonnet,none,2,47
37641,1,37641-homo_full-gpt5-1,deliberative,homo_full,gpt5,full,1,30
37641,1,37641-homo_full-gpt5-2,deliberative,homo_full,gpt5,full,2,30
37641,1,37641-homo_full-gpt5-3,deliberative,homo_full,gpt5,full,3,30
37641,1,37641-homo_info-gpt5-1,deliberative,homo_info,gpt5,info1,1,35
37641,1,37641-homo_info-gpt5-2,deliberative,homo_info,gpt5,info2,2,40
37641,1,37641-homo_info-gpt5-3,deliberative,homo_info,gpt5,info3,3,35
37641,1,37641-homo_none-gpt5-1,deliberative,homo_none,gpt5,none,1,55
37641,1,37641-homo_none-gpt5-2,deliberative,homo_none,gpt5,none,2,50
37641,1,37641-homo_none-gpt5-3,deliberative,homo_none,gpt5,none,3,55
37642,0,37642-diverse_full-gpt5-3,deliberative,diverse_full,gpt5,full,3,11
37642,0,37642-diverse_full-pro-1,deliberative,diverse_full,pro,full,1,12
37642,0,37642-diverse_full-sonnet-2,deliberative,diverse_full,sonnet,full,2,12
37642,0,37642-diverse_info-gpt5-2,deliberative,diverse_info,gpt5,info2,2,12
37642,0,37642-diverse_info-pro-1,deliberative,diverse_info,pro,info1,1,15
37642,0,37642-diverse_info-sonnet-3,deliberative,diverse_info,sonnet,info3,3,15
37642,0,37642-diverse_none-gpt5-3,deliberative,diverse_none,gpt5,none,3,15
37642,0,37642-diverse_none-pro-1,deliberative,diverse_none,pro,none,1,15
37642,0,37642-diverse_none-sonnet-2,deliberative,diverse_none,sonnet,none,2,18
37642,0,37642-homo_full-sonnet-1,deliberative,homo_full,sonnet,full,1,20
37642,0,37642-homo_full-sonnet-2,deliberative,homo_full,sonnet,full,2,19
37642,0,37642-homo_full-sonnet-3,deliberative,homo_full,sonnet,full,3,20
37642,0,37642-homo_info-sonnet-1,deliberative,homo_info,sonnet,info1,1,15
37642,0,37642-homo_info-sonnet-2,deliberative,homo_info,sonnet,info2,2,18
37642,0,37642-homo_info-sonnet-3,deliberative,homo_info,sonnet,info3,3,19
37642,0,37642-homo_none-sonnet-1,deliberative,homo_none,sonnet,none,1,28
37642,0,37642-homo_none-sonnet-2,deliberative,homo_none,sonnet,none,2,25
37642,0,37642-homo_none-sonnet-3,deliberative,homo_none,sonnet,none,3,25
37643,0,37643-diverse_full-gpt5-3,deliberative,diverse_full,gpt5,full,3,4
37643,0,37643-diverse_full-pro-1,deliberative,diverse_full,pro,full,1,5
37643,0,37643-diverse_full-sonnet-2,deliberative,diverse_full,sonnet,full,2,7
37643,0,37643-diverse_info-gpt5-1,deliberative,diverse_info,gpt5,info1,1,5
37643,0,37643-diverse_info-pro-3,deliberative,diverse_info,pro,info2,3,3
37643,0,37643-diverse_info-sonnet-2,deliberative,diverse_info,sonnet,info3,2,3
37643,0,37643-diverse_none-gpt5-3,deliberative,diverse_none,gpt5,none,3,2
37643,0,37643-diverse_none-pro-1,deliberative,diverse_none,pro,none,1,2
37643,0,37643-diverse_none-sonnet-2,deliberative,diverse_none,sonnet,none,2,4
37643,0,37643-homo_full-sonnet-1,deliberative,homo_full,sonnet,full,1,6
37643,0,37643-homo_full-sonnet-2,deliberative,homo_full,sonnet,full,2,6
37643,0,37643-homo_full-sonnet-3,deliberative,homo_full,sonnet,full,3,5
37643,0,37643-homo_info-sonnet-1,deliberative,homo_info,sonnet,info1,1,12
37643,0,37643-homo_info-sonnet-2,deliberative,homo_info,sonnet,info2,2,12
37643,0,37643-homo_info-sonnet-3,deliberative,homo_info,sonnet,info3,3,7
37643,0,37643-homo_none-sonnet-1,deliberative,homo_none,sonnet,none,1,18
37643,0,37643-homo_none-sonnet-2,deliberative,homo_none,sonnet,none,2,20
37643,0,37643-homo_none-sonnet-3,deliberative,homo_none,sonnet,none,3,17
37644,0,37644-diverse_full-gpt5-3,deliberative,diverse_full,gpt5,full,3,4
37644,0,37644-diverse_full-pro-1,deliberative,diverse_full,pro,full,1,3
37644,0,37644-diverse_full-sonnet-2,deliberative,diverse_full,sonnet,full,2,3
37644,0,37644-diverse_info-gpt5-2,deliberative,diverse_info,gpt5,info2,2,9
37644,0,37644-diverse_info-pro-3,deliberative,diverse_info,pro,info1,3,5
37644,0,37644-diverse_info-sonnet-1,deliberative,diverse_info,sonnet,info3,1,6
37644,0,37644-diverse_none-gpt5-3,deliberative,diverse_none,gpt5,none,3,3
37644,0,37644-diverse_none-pro-1,deliberative,diverse_none,pro,none,1,3
37644,0,37644-diverse_none-sonnet-2,deliberative,diverse_none,sonnet,none,2,5
37644,0,37644-homo_full-pro-1,deliberative,homo_full,pro,full,1,2
37644,0,37644-homo_full-pro-2,deliberative,homo_full,pro,full,2,2
37644,0,37644-homo_full-pro-3,deliberative,homo_full,pro,full,3,2
37644,0,37644-homo_info-pro-1,deliberative,homo_info,pro,info1,1,3
37644,0,37644-homo_info-pro-2,deliberative,homo_info,pro,info2,2,2
37644,0,37644-homo_info-pro-3,deliberative,homo_info,pro,info3,3,2
37644,0,37644-homo_none-pro-1,deliberative,homo_none,pro,none,1,7
37644,0,37644-homo_none-pro-2,deliberative,homo_none,pro,none,2,7
37644,0,37644-homo_none-pro-3,deliberative,homo_none,pro,none,3,8
37645,0,37645-diverse_full-gpt5-3,deliberative,diverse_full,gpt5,full,3,14
37645,0,37645-diverse_full-pro-1,deliberative,diverse_full,pro,full,1,12
37645,0,37645-diverse_full-sonnet-2,deliberative,diverse_full,sonnet,full,2,15
37645,0,37645-diverse_info-gpt5-1,deliberative,diverse_info,gpt5,info2,1,22
37645,0,37645-diverse_info-pro-2,deliberative,diverse_info,pro,info3,2,20
37645,0,37645-diverse_info-sonnet-3,deliberative,diverse_info,sonnet,info1,3,20
37645,0,37645-diverse_none-gpt5-3,deliberative,diverse_none,gpt5,none,3,20
37645,0,37645-diverse_none-pro-1,deliberative,diverse_none,pro,none,1,15
37645,0,37645-diverse_none-sonnet-2,deliberative,diverse_none,sonnet,none,2,25
37645,0,37645-homo_full-gpt5-1,deliberative,homo_full,gpt5,full,1,16
37645,0,37645-homo_full-gpt5-2,deliberative,homo_full,gpt5,full,2,15
37645,0,37645-homo_full-gpt5-3,deliberative,homo_full,gpt5,full,3,15
37645,0,37645-homo_info-gpt5-1,deliberative,homo_info,gpt5,info1,1,30
37645,0,37645-homo_info-gpt5-2,deliberative,homo_info,gpt5,info2,2,28
37645,0,37645-homo_info-gpt5-3,deliberative,homo_info,gpt5,info3,3,8
37645,0,37645-homo_none-gpt5-1,deliberative,homo_none,gpt5,none,1,30
37645,0,37645-homo_none-gpt5-2,deliberative,homo_none,gpt5,none,2,33
37645,0,37645-homo_none-gpt5-3,deliberative,homo_none,gpt5,none,3,30
37646,0,37646-diverse_full-gpt5-3,deliberative,diverse_full,gpt5,full,3,35
37646,0,37646-diverse_full-pro-1,deliberative,diverse_full,pro,full,1,30
37646,0,37646-diverse_full-sonnet-2,deliberative,diverse_full,sonnet,full,2,32
37646,0,37646-diverse_info-gpt5-1,deliberative,diverse_info,gpt5,info3,1,65
37646,0,37646-diverse_info-pro-2,deliberative,diverse_info,pro,info1,2,65
37646,0,37646-diverse_info-sonnet-3,deliberative,diverse_info,sonnet,info2,3,70
37646,0,37646-diverse_none-gpt5-3,deliberative,diverse_none,gpt5,none,3,40
37646,0,37646-diverse_none-pro-1,deliberative,diverse_none,pro,none,1,55
37646,0,37646-diverse_none-sonnet-2,deliberative,diverse_none,sonnet,none,2,38
37646,0,37646-homo_full-sonnet-1,deliberative,homo_full,sonnet,full,1,28
37646,0,37646-homo_full-sonnet-2,deliberative,homo_full,sonnet,full,2,30
37646,0,37646-homo_full-sonnet-3,deliberative,homo_full,sonnet,full,3,30
37646,0,37646-homo_info-sonnet-1,deliberative,homo_info,sonnet,info1,1,40
37646,0,37646-homo_info-sonnet-2,deliberative,homo_info,sonnet,info2,2,30
37646,0,37646-homo_info-sonnet-3,deliberative,homo_info,sonnet,info3,3,28
37646,0,37646-homo_none-sonnet-1,deliberative,homo_none,sonnet,none,1,45
37646,0,37646-homo_none-sonnet-2,deliberative,homo_none,sonnet,none,2,48
37646,0,37646-homo_none-sonnet-3,deliberative,homo_none,sonnet,none,3,47
37648,0,37648-diverse_full-gpt5-3,deliberative,diverse_full,gpt5,full,3,27
37648,0,37648-diverse_full-pro-1,deliberative,diverse_full,pro,full,1,54
37648,0,37648-diverse_full-sonnet-2,deliberative,diverse_full,sonnet,full,2,35
37648,0,37648-diverse_info-gpt5-2,deliberative,diverse_info,gpt5,info2,2,12
37648,0,37648-diverse_info-pro-1,deliberative,diverse_info,pro,info1,1,30
37648,0,37648-diverse_info-sonnet-3,deliberative,diverse_info,sonnet,info3,3,20
37648,0,37648-diverse_none-gpt5-3,deliberative,diverse_none,gpt5,none,3,15
37648,0,37648-diverse_none-pro-1,deliberative,diverse_none,pro,none,1,15
37648,0,37648-diverse_none-sonnet-2,deliberative,diverse_none,sonnet,none,2,17
37648,0,37648-homo_full-pro-1,deliberative,homo_full,pro,full,1,65
37648,0,37648-homo_full-pro-2,deliberative,homo_full,pro,full,2,65
37648,0,37648-homo_full-pro-3,deliberative,homo_full,pro,full,3,65
37648,0,37648-homo_info-pro-1,deliberative,homo_info,pro,info1,1,55
37648,0,37648-homo_info-pro-2,deliberative,homo_info,pro,info2,2,60
37648,0,37648-homo_info-pro-3,deliberative,homo_info,pro,info3,3,75
37648,0,37648-homo_none-pro-1,deliberative,homo_none,pro,none,1,35
37648,0,37648-homo_none-pro-2,deliberative,homo_none,pro,none,2,35
37648,0,37648-homo_none-pro-3,deliberative,homo_none,pro,none,3,35
37649,0,37649-diverse_full-gpt5-3,deliberative,diverse_full,gpt5,full,3,42
37649,0,37649-diverse_full-pro-1,deliberative,diverse_full,pro,full,1,45
37649,0,37649-diverse_full-sonnet-2,deliberative,diverse_full,sonnet,full,2,43
37649,0,37649-diverse_info-gpt5-1,deliberative,diverse_info,gpt5,info1,1,57
37649,0,37649-diverse_info-pro-3,deliberative,diverse_info,pro,info2,3,48
37649,0,37649-diverse_info-sonnet-2,deliberative,diverse_info,sonnet,info3,2,47
37649,0,37649-diverse_none-gpt5-3,deliberative,diverse_none,gpt5,none,3,41
37649,0,37649-diverse_none-pro-1,deliberative,diverse_none,pro,none,1,41
37649,0,37649-diverse_none-sonnet-2,deliberative,diverse_none,sonnet,none,2,43
37649,0,37649-homo_full-gpt5-1,deliberative,homo_full,gpt5,full,1,40
37649,0,37649-homo_full-gpt5-2,deliberative,homo_full,gpt5,full,2,40
37649,0,37649-homo_full-gpt5-3,deliberative,homo_full,gpt5,full,3,45
37649,0,37649-homo_info-gpt5-1,deliberative,homo_info,gpt5,info1,1,58
37649,0,37649-homo_info-gpt5-2,deliberative,homo_info,gpt5,info2,2,58
37649,0,37649-homo_info-gpt5-3,deliberative,homo_info,gpt5,info3,3,49
37649,0,37649-homo_none-gpt5-1,deliberative,homo_none,gpt5,none,1,45
37649,0,37649-homo_none-gpt5-2,deliberative,homo_none,gpt5,none,2,42
37649,0,37649-homo_none-gpt5-3,deliberative,homo_none,gpt5,none,3,45
37652,1,37652-diverse_full-gpt5-3,deliberative,diverse_full,gpt5,full,3,74
37652,1,37652-diverse_full-pro-1,deliberative,diverse_full,pro,full,1,75
37652,1,37652-diverse_full-sonnet-2,deliberative,diverse_full,sonnet,full,2,75
37652,1,37652-diverse_info-gpt5-2,deliberative,diverse_info,gpt5,info2,2,74
37652,1,37652-diverse_info-pro-3,deliberative,diverse_info,pro,info1,3,78
37652,1,37652-diverse_info-sonnet-1,deliberative,diverse_info,sonnet,info3,1,73
37652,1,37652-diverse_none-gpt5-3,deliberative,diverse_none,gpt5,none,3,3
37652,1,37652-diverse_none-pro-1,deliberative,diverse_none,pro,none,1,3
37652,1,37652-diverse_none-sonnet-2,deliberative,diverse_none,sonnet,none,2,3
37652,1,37652-homo_full-sonnet-1,deliberative,homo_full,sonnet,full,1,70
37652,1,37652-homo_full-sonnet-2,deliberative,homo_full,sonnet,full,2,68
37652,1,37652-homo_full-sonnet-3,deliberative,homo_full,sonnet,full,3,69
37652,1,37652-homo_info-sonnet-1,deliberative,homo_info,sonnet,info1,1,68
37652,1,37652-homo_info-sonnet-2,deliberative,homo_info,sonnet,info2,2,70
37652,1,37652-homo_info-sonnet-3,deliberative,homo_info,sonnet,info3,3,70
37652,1,37652-homo_none-sonnet-1,deliberative,homo_none,sonnet,none,1,58
37652,1,37652-homo_none-sonnet-2,deliberative,homo_none,sonnet,none,2,54
37652,1,37652-homo_none-sonnet-3,deliberative,homo_none,sonnet,none,3,47
37654,0,37654-diverse_full-gpt5-3,deliberative,diverse_full,gpt5,full,3,12
37654,0,37654-diverse_full-pro-1,deliberative,diverse_full,pro,full,1,12
37654,0,37654-diverse_full-sonnet-2,deliberative,diverse_full,sonnet,full,2,12
37654,0,37654-diverse_info-gpt5-2,deliberative,diverse_info,gpt5,info1,2,5
37654,0,37654-diverse_info-pro-3,deliberative,diverse_info,pro,info2,3,6
37654,0,37654-diverse_info-sonnet-1,deliberative,diverse_info,sonnet,info3,1,8
37654,0,37654-diverse_none-gpt5-3,deliberative,diverse_none,gpt5,none,3,5
37654,0,37654-diverse_none-pro-1,deliberative,diverse_none,pro,none,1,5
37654,0,37654-diverse_none-sonnet-2,deliberative,diverse_none,sonnet,none,2,8
37654,0,37654-homo_full-pro-1,deliberative,homo_full,pro,full,1,15
37654,0,37654-homo_full-pro-2,deliberative,homo_full,pro,full,2,15
37654,0,37654-homo_full-pro-3,deliberative,homo_full,pro,full,3,15
37654,0,37654-homo_info-pro-1,deliberative,homo_info,pro,info1,1,30
37654,0,37654-homo_info-pro-2,deliberative,homo_info,pro,info2,2,5
37654,0,37654-homo_info-pro-3,deliberative,homo_info,pro,info3,3,12
37654,0,37654-homo_none-pro-1,deliberative,homo_none,pro,none,1,2
37654,0,37654-homo_none-pro-2,deliberative,homo_none,pro,none,2,2
37654,0,37654-homo_none-pro-3,deliberative,homo_none,pro,none,3,1
37655,0,37655-diverse_full-gpt5-3,deliberative,diverse_full,gpt5,full,3,4
37655,0,37655-diverse_full-pro-1,deliberative,diverse_full,pro,full,1,2
37655,0,37655-diverse_full-sonnet-2,deliberative,diverse_full,sonnet,full,2,6
37655,0,37655-diverse_info-gpt5-1,deliberative,diverse_info,gpt5,info2,1,4
37655,0,37655-diverse_info-pro-2,deliberative,diverse_info,pro,info3,2,5
37655,0,37655-diverse_info-sonnet-3,deliberative,diverse_info,sonnet,info1,3,8
37655,0,37655-diverse_none-gpt5-3,deliberative,diverse_none,gpt5,none,3,4
37655,0,37655-diverse_none-pro-1,deliberative,diverse_none,pro,none,1,4
37655,0,37655-diverse_none-sonnet-2,deliberative,diverse_none,sonnet,none,2,5
37655,0,37655-homo_full-gpt5-1,deliberative,homo_full,gpt5,full,1,3
37655,0,37655-homo_full-gpt5-2,deliberative,homo_full,gpt5,full,2,4
37655,0,37655-homo_full-gpt5-3,deliberative,homo_full,gpt5,full,3,5
37655,0,37655-homo_info-gpt5-1,deliberative,homo_info,gpt5,info1,1,3
37655,0,37655-homo_info-gpt5-2,deliberative,homo_info,gpt5,info2,2,4
37655,0,37655-homo_info-gpt5-3,deliberative,homo_info,gpt5,info3,3,5
37655,0,37655-homo_none-gpt5-1,deliberative,homo_none,gpt5,none,1,8
37655,0,37655-homo_none-gpt5-2,deliberative,homo_none,gpt5,none,2,8
37655,0,37655-homo_none-gpt5-3,deliberative,homo_none,gpt5,none,3,6
37656,0,37656-diverse_full-gpt5-3,deliberative,diverse_full,gpt5,full,3,17
37656,0,37656-diverse_full-pro-1,deliberative,diverse_full,pro,full,1,19
37656,0,37656-diverse_full-sonnet-2,deliberative,diverse_full,sonnet,full,2,20
37656,0,37656-diverse_info-gpt5-3,deliberative,diverse_info,gpt5,info2,3,10
37656,0,37656-diverse_info-pro-1,deliberative,diverse_info,pro,info3,1,10
37656,0,37656-diverse_info-sonnet-2,deliberative,diverse_info,sonnet,info1,2,10
37656,0,37656-diverse_none-gpt5-3,deliberative,diverse_none,gpt5,none,3,7
37656,0,37656-diverse_none-pro-1,deliberative,diverse_none,pro,none,1,5
37656,0,37656-diverse_none-sonnet-2,deliberative,diverse_none,sonnet,none,2,12
37656,0,37656-homo_full-sonnet-1,deliberative,homo_full,sonnet,full,1,27
37656,0,37656-homo_full-sonnet-2,deliberative,homo_full,sonnet,full,2,28
37656,0,37656-homo_full-sonnet-3,deliberative,homo_full,sonnet,full,3,26
37656,0,37656-homo_info-sonnet-1,deliberative,homo_info,sonnet,info1,1,22
37656,0,37656-homo_info-sonnet-2,deliberative,homo_info,sonnet,info2,2,25
37656,0,37656-homo_info-sonnet-3,deliberative,homo_info,sonnet,info3,3,22
37656,0,37656-homo_none-sonnet-1,deliberative,homo_none,sonnet,none,1,27
37656,0,37656-homo_none-sonnet-2,deliberative,homo_none,sonnet,none,2,27
37656,0,37656-homo_none-sonnet-3,deliberative,homo_none,sonnet,none,3,28
37657,0,37657-diverse_full-gpt5-3,deliberative,diverse_full,gpt5,full,3,2
37657,0,37657-diverse_full-pro-1,deliberative,diverse_full,pro,full,1,2
37657,0,37657-diverse_full-sonnet-2,deliberative,diverse_full,sonnet,full,2,2
37657,0,37657-diverse_info-gpt5-2,deliberative,diverse_info,gpt5,info2,2,1.5
37657,0,37657-diverse_info-pro-1,deliberative,diverse_info,pro,info1,1,1.5
37657,0,37657-diverse_info-sonnet-3,deliberative,diverse_info,sonnet,info3,3,1.2
37657,0,37657-diverse_none-gpt5-3,deliberative,diverse_none,gpt5,none,3,2.5
37657,0,37657-diverse_none-pro-1,deliberative,diverse_none,pro,none,1,2
37657,0,37657-diverse_none-sonnet-2,deliberative,diverse_none,sonnet,none,2,3
37657,0,37657-homo_full-pro-1,deliberative,homo_full,pro,full,1,2
37657,0,37657-homo_full-pro-2,deliberative,homo_full,pro,full,2,2
37657,0,37657-homo_full-pro-3,deliberative,homo_full,pro,full,3,1
37657,0,37657-homo_info-pro-1,deliberative,homo_info,pro,info1,1,1
37657,0,37657-homo_info-pro-2,deliberative,homo_info,pro,info2,2,1
37657,0,37657-homo_info-pro-3,deliberative,homo_info,pro,info3,3,2
37657,0,37657-homo_none-pro-1,deliberative,homo_none,pro,none,1,1
37657,0,37657-homo_none-pro-2,deliberative,homo_none,pro,none,2,1
37657,0,37657-homo_none-pro-3,deliberative,homo_none,pro,none,3,1
37658,0,37658-diverse_full-gpt5-3,deliberative,diverse_full,gpt5,full,3,35
37658,0,37658-diverse_full-pro-1,deliberative,diverse_full,pro,full,1,35
37658,0,37658-diverse_full-sonnet-2,deliberative,diverse_full,sonnet,full,2,45
37658,0,37658-diverse_info-gpt5-2,deliberative,diverse_info,gpt5,info3,2,20
37658,0,37658-diverse_info-pro-3,deliberative,diverse_info,pro,info2,3,22
37658,0,37658-diverse_info-sonnet-1,deliberative,diverse_info,sonnet,info1,1,75
37658,0,37658-diverse_none-gpt5-3,deliberative,diverse_none,gpt5,none,3,27
37658,0,37658-diverse_none-pro-1,deliberative,diverse_none,pro,none,1,25
37658,0,37658-diverse_none-sonnet-2,deliberative,diverse_none,sonnet,none,2,32
37658,0,37658-homo_full-gpt5-1,deliberative,homo_full,gpt5,full,1,42
37658,0,37658-homo_full-gpt5-2,deliberative,homo_full,gpt5,full,2,35
37658,0,37658-homo_full-gpt5-3,deliberative,homo_full,gpt5,full,3,48
37658,0,37658-homo_info-gpt5-1,deliberative,homo_info,gpt5,info1,1,25
37658,0,37658-homo_info-gpt5-2,deliberative,homo_info,gpt5,info2,2,25
37658,0,37658-homo_info-gpt5-3,deliberative,homo_info,gpt5,info3,3,22
37658,0,37658-homo_none-gpt5-1,deliberative,homo_none,gpt5,none,1,24
37658,0,37658-homo_none-gpt5-2,deliberative,homo_none,gpt5,none,2,24
37658,0,37658-homo_none-gpt5-3,deliberative,homo_none,gpt5,none,3,24
37659,0,37659-diverse_full-gpt5-3,deliberative,diverse_full,gpt5,full,3,79
37659,0,37659-diverse_full-pro-1,deliberative,diverse_full,pro,full,1,82
37659,0,37659-diverse_full-sonnet-2,deliberative,diverse_full,sonnet,full,2,77
37659,0,37659-diverse_info-gpt5-2,deliberative,diverse_info,gpt5,info3,2,75
37659,0,37659-diverse_info-pro-3,deliberative,diverse_info,pro,info1,3,90
37659,0,37659-diverse_info-sonnet-1,deliberative,diverse_info,sonnet,info2,1,72
37659,0,37659-diverse_none-gpt5-3,deliberative,diverse_none,gpt5,none,3,40
37659,0,37659-diverse_none-pro-1,deliberative,diverse_none,pro,none,1,45
37659,0,37659-diverse_none-sonnet-2,deliberative,diverse_none,sonnet,none,2,43
37659,0,37659-homo_full-sonnet-1,deliberative,homo_full,sonnet,full,1,87
37659,0,37659-homo_full-sonnet-2,deliberative,homo_full,sonnet,full,2,84
37659,0,37659-homo_full-sonnet-3,deliberative,homo_full,sonnet,full,3,87
37659,0,37659-homo_info-sonnet-1,deliberative,homo_info,sonnet,info1,1,83
37659,0,37659-homo_info-sonnet-2,deliberative,homo_info,sonnet,info2,2,72
37659,0,37659-homo_info-sonnet-3,deliberative,homo_info,sonnet,info3,3,72
37659,0,37659-homo_none-sonnet-1,deliberative,homo_none,sonnet,none,1,30
37659,0,37659-homo_none-sonnet-2,deliberative,homo_none,sonnet,none,2,28
37659,0,37659-homo_none-sonnet-3,deliberative,homo_none,sonnet,none,3,30
37660,0,37660-diverse_full-gpt5-3,deliberative,diverse_full,gpt5,full,3,40
37660,0,37660-diverse_full-pro-1,deliberative,diverse_full,pro,full,1,35
37660,0,37660-diverse_full-sonnet-2,deliberative,diverse_full,sonnet,full,2,35
37660,0,37660-diverse_info-gpt5-2,deliberative,diverse_info,gpt5,info3,2,27
37660,0,37660-diverse_info-pro-3,deliberative,diverse_info,pro,info1,3,15
37660,0,37660-diverse_info-sonnet-1,deliberative,diverse_info,sonnet,info2,1,25
37660,0,37660-diverse_none-gpt5-3,deliberative,diverse_none,gpt5,none,3,30
37660,0,37660-diverse_none-pro-1,deliberative,diverse_none,pro,none,1,30
37660,0,37660-diverse_none-sonnet-2,deliberative,diverse_none,sonnet,none,2,25
37660,0,37660-homo_full-pro-1,deliberative,homo_full,pro,full,1,30
37660,0,37660-homo_full-pro-2,deliberative,homo_full,pro,full,2,30
37660,0,37660-homo_full-pro-3,deliberative,homo_full,pro,full,3,25
37660,0,37660-homo_info-pro-1,deliberative,homo_info,pro,info1,1,20
37660,0,37660-homo_info-pro-2,deliberative,homo_info,pro,info2,2,25
37660,0,37660-homo_info-pro-3,deliberative,homo_info,pro,info3,3,20
37660,0,37660-homo_none-pro-1,deliberative,homo_none,pro,none,1,55
37660,0,37660-homo_none-pro-2,deliberative,homo_none,pro,none,2,70
37660,0,37660-homo_none-pro-3,deliberative,homo_none,pro,none,3,85
37661,1,37661-diverse_full-gpt5-3,deliberative,diverse_full,gpt5,full,3,60
37661,1,37661-diverse_full-pro-1,deliberative,diverse_full,pro,full,1,65
37661,1,37661-diverse_full-sonnet-2,deliberative,diverse_full,sonnet,full,2,58
37661,1,37661-diverse_info-gpt5-3,deliberative,diverse_info,gpt5,info1,3,70
37661,1,37661-diverse_info-pro-2,deliberative,diverse_info,pro,info3,2,80
37661,1,37661-diverse_info-sonnet-1,deliberative,diverse_info,sonnet,info2,1,60
37661,1,37661-diverse_none-gpt5-3,deliberative,diverse_none,gpt5,none,3,36
37661,1,37661-diverse_none-pro-1,deliberative,diverse_none,pro,none,1,35
37661,1,37661-diverse_none-sonnet-2,deliberative,diverse_none,sonnet,none,2,38
37661,1,37661-homo_full-gpt5-1,deliberative,homo_full,gpt5,full,1,62
37661,1,37661-homo_full-gpt5-2,deliberative,homo_full,gpt5,full,2,64
37661,1,37661-homo_full-gpt5-3,deliberative,homo_full,gpt5,full,3,65
37661,1,37661-homo_info-gpt5-1,deliberative,homo_info,gpt5,info1,1,68
37661,1,37661-homo_info-gpt5-2,deliberative,homo_info,gpt5,info2,2,68
37661,1,37661-homo_info-gpt5-3,deliberative,homo_info,gpt5,info3,3,55
37661,1,37661-homo_none-gpt5-1,deliberative,homo_none,gpt5,none,1,50
37661,1,37661-homo_none-gpt5-2,deliberative,homo_none,gpt5,none,2,52
37661,1,37661-homo_none-gpt5-3,deliberative,homo_none,gpt5,none,3,46
37664,1,37664-diverse_full-gpt5-3,deliberative,diverse_full,gpt5,full,3,72
37664,1,37664-diverse_full-pro-1,deliberative,diverse_full,pro,full,1,70
37664,1,37664-diverse_full-sonnet-2,deliberative,diverse_full,sonnet,full,2,68
37664,1,37664-diverse_info-gpt5-1,deliberative,diverse_info,gpt5,info2,1,60
37664,1,37664-diverse_info-pro-2,deliberative,diverse_info,pro,info3,2,62
37664,1,37664-diverse_info-sonnet-3,deliberative,diverse_info,sonnet,info1,3,40
37664,1,37664-diverse_none-gpt5-3,deliberative,diverse_none,gpt5,none,3,22
37664,1,37664-diverse_none-pro-1,deliberative,diverse_none,pro,none,1,20
37664,1,37664-diverse_none-sonnet-2,deliberative,diverse_none,sonnet,none,2,18
37664,1,37664-homo_full-sonnet-1,deliberative,homo_full,sonnet,full,1,55
37664,1,37664-homo_full-sonnet-2,deliberative,homo_full,sonnet,full,2,55
37664,1,37664-homo_full-sonnet-3,deliberative,homo_full,sonnet,full,3,52
37664,1,37664-homo_info-sonnet-1,deliberative,homo_info,sonnet,info1,1,15
37664,1,37664-homo_info-sonnet-2,deliberative,homo_info,sonnet,info2,2,32
37664,1,37664-homo_info-sonnet-3,deliberative,homo_info,sonnet,info3,3,28
37664,1,37664-homo_none-sonnet-1,deliberative,homo_none,sonnet,none,1,11
37664,1,37664-homo_none-sonnet-2,deliberative,homo_none,sonnet,none,2,10
37664,1,37664-homo_none-sonnet-3,deliberative,homo_none,sonnet,none,3,10
37794,0,37794-diverse_full-gpt5-3,deliberative,diverse_full,gpt5,full,3,33
37794,0,37794-diverse_full-pro-1,deliberative,diverse_full,pro,full,1,38
37794,0,37794-diverse_full-sonnet-2,deliberative,diverse_full,sonnet,full,2,60
37794,0,37794-diverse_info-gpt5-3,deliberative,diverse_info,gpt5,info3,3,10
37794,0,37794-diverse_info-pro-1,deliberative,diverse_info,pro,info2,1,8
37794,0,37794-diverse_info-sonnet-2,deliberative,diverse_info,sonnet,info1,2,68
37794,0,37794-diverse_none-gpt5-3,deliberative,diverse_none,gpt5,none,3,15
37794,0,37794-diverse_none-pro-1,deliberative,diverse_none,pro,none,1,11
37794,0,37794-diverse_none-sonnet-2,deliberative,diverse_none,sonnet,none,2,20
37794,0,37794-homo_full-pro-1,deliberative,homo_full,pro,full,1,55
37794,0,37794-homo_full-pro-2,deliberative,homo_full,pro,full,2,65
37794,0,37794-homo_full-pro-3,deliberative,homo_full,pro,full,3,45
37794,0,37794-homo_info-pro-1,deliberative,homo_info,pro,info1,1,40
37794,0,37794-homo_info-pro-2,deliberative,homo_info,pro,info2,2,42
37794,0,37794-homo_info-pro-3,deliberative,homo_info,pro,info3,3,18
37794,0,37794-homo_none-pro-1,deliberative,homo_none,pro,none,1,15
37794,0,37794-homo_none-pro-2,deliberative,homo_none,pro,none,2,25
37794,0,37794-homo_none-pro-3,deliberative,homo_none,pro,none,3,20
37795,1,37795-diverse_full-gpt5-3,deliberative,diverse_full,gpt5,full,3,94
37795,1,37795-diverse_full-pro-1,deliberative,diverse_full,pro,full,1,92
37795,1,37795-diverse_full-sonnet-2,deliberative,diverse_full,sonnet,full,2,90
37795,1,37795-diverse_info-gpt5-3,deliberative,diverse_info,gpt5,info3,3,80
37795,1,37795-diverse_info-pro-1,deliberative,diverse_info,pro,info1,1,90
